Gene	SigProbes	Scaffold	Start	End	Strand
CGI_10009604	3	scaffold1119	132915	143385	1
CGI_10009682	3	scaffold1333	112796	136997	-1
CGI_10009695	3	scaffold372	41752	48768	1
CGI_10009696	3	scaffold372	49294	61567	-1
CGI_10009701	3	scaffold372	124127	138166	1
CGI_10009702	3	scaffold372	130074	139126	-1
CGI_10009943	3	scaffold1349	193256	231639	-1
CGI_10009997	3	scaffold1217	154787	178725	1
CGI_10010014	3	scaffold143	153450	169728	-1
CGI_10010031	3	scaffold208	162267	168868	1
CGI_10010087	3	scaffold1751	135432	145805	-1
CGI_10010140	3	scaffold782	213275	248332	1
CGI_10010252	3	scaffold1601	148368	171766	1
CGI_10010275	3	scaffold1637	40155	59210	-1
CGI_10010387	3	scaffold1678	176238	192056	1
CGI_10010398	3	scaffold43446	79131	91615	1
CGI_10010452	3	scaffold1858	197466	205379	1
CGI_10010486	3	scaffold43452	196795	209008	-1
CGI_10010487	3	scaffold43452	207872	212698	1
CGI_10010556	3	scaffold43522	150428	165796	1
CGI_10010695	3	scaffold1449	182022	202778	-1
CGI_10010706	3	scaffold592	144521	173375	1
CGI_10010721	3	scaffold43520	184106	231161	-1
CGI_10010726	3	scaffold43530	2696	17583	-1
CGI_10010733	3	scaffold954	10429	16226	1
CGI_10010773	3	scaffold759	28420	39917	1
CGI_10010857	3	scaffold43536	129106	164464	1
CGI_10010930	3	scaffold1742	14057	24053	1
CGI_10011243	3	scaffold850	191474	197380	1
CGI_10011272	3	scaffold59	68986	79873	-1
CGI_10011332	3	scaffold895	123607	147626	-1
CGI_10011370	3	scaffold926	261966	286413	1
CGI_10011415	3	scaffold43616	82441	91496	-1
CGI_10011441	3	scaffold400	275762	291092	-1
CGI_10011567	3	scaffold1309	147582	158861	-1
CGI_10011675	3	scaffold783	1790	33865	1
CGI_10011748	3	scaffold43680	188068	203733	-1
CGI_10011833	3	scaffold1235	99102	129172	1
CGI_10011968	3	scaffold43708	94221	107277	1
CGI_10011990	3	scaffold1845	108001	120334	1
CGI_10012307	3	scaffold477	16506	28936	1
CGI_10012332	3	scaffold1125	130320	137871	-1
CGI_10012342	3	scaffold1125	257264	306646	1
CGI_10012365	3	scaffold43782	95587	103133	-1
CGI_10012378	3	scaffold1652	21269	58693	1
CGI_10012545	3	scaffold43798	310190	320173	-1
CGI_10012680	3	scaffold1080	304734	335974	-1
CGI_10012764	3	scaffold43818	162066	175252	1
CGI_10012820	3	scaffold1603	131329	144611	1
CGI_10012843	3	scaffold1337	314324	321429	-1
CGI_10013033	3	scaffold1600	5165	67532	-1
CGI_10013037	3	scaffold1600	111223	169446	1
CGI_10013098	3	scaffold43842	71885	97760	1
CGI_10013143	3	scaffold43844	44606	49282	1
CGI_10013175	3	scaffold790	263176	285099	1
CGI_10013194	3	scaffold13	3258	15888	1
CGI_10013327	3	scaffold975	152460	181448	1
CGI_10013341	3	scaffold1894	273736	295035	1
CGI_10013417	3	scaffold1630	16692	44037	1
CGI_10013485	3	scaffold209	160957	167197	1
CGI_10013704	3	scaffold786	244316	266633	-1
CGI_10013808	3	scaffold1827	299627	306901	1
CGI_10013820	3	scaffold1447	163821	184696	1
CGI_10013982	3	scaffold395	253710	267701	-1
CGI_10014009	3	scaffold976	150307	154906	-1
CGI_10014023	3	scaffold983	15962	18259	1
CGI_10014025	3	scaffold983	17332	29028	1
CGI_10014034	3	scaffold983	329246	341232	1
CGI_10014173	3	scaffold631	153854	171213	-1
CGI_10014195	3	scaffold753	35571	68340	1
CGI_10014201	3	scaffold753	161044	180707	1
CGI_10014241	3	scaffold1838	58427	75279	-1
CGI_10014282	3	scaffold1719	199339	212765	-1
CGI_10014288	3	scaffold1719	328128	332031	-1
CGI_10014356	3	scaffold424	143048	150075	1
CGI_10014413	3	scaffold873	2320	22620	1
CGI_10014553	3	scaffold1780	188546	216954	1
CGI_10014643	3	scaffold43964	134421	153513	-1
CGI_10014704	3	scaffold659	165156	184781	-1
CGI_10014749	3	scaffold416	324125	329486	1
CGI_10014888	3	scaffold1722	308195	317246	-1
CGI_10014937	3	scaffold1354	194383	211294	-1
CGI_10015070	3	scaffold1584	17588	33625	-1
CGI_10015158	3	scaffold1671	403383	410565	-1
CGI_10015183	3	scaffold1835	123947	147613	1
CGI_10015257	3	scaffold723	84241	116689	1
CGI_10015414	3	scaffold1469	117979	165008	1
CGI_10015495	3	scaffold705	30577	43393	-1
CGI_10015507	3	scaffold705	212623	249876	-1
CGI_10015571	3	scaffold44006	50991	62904	1
CGI_10015777	3	scaffold499	400634	412912	1
CGI_10015860	3	scaffold1293	154816	184715	-1
CGI_10015924	3	scaffold34	2457	9666	-1
CGI_10016183	3	scaffold324	13667	47702	1
CGI_10016196	3	scaffold324	223023	237203	1
CGI_10016240	3	scaffold1222	181889	212274	-1
CGI_10016389	3	scaffold594	359724	407601	1
CGI_10016510	3	scaffold1610	306194	330954	1
CGI_10016652	3	scaffold1834	65245	83176	1
CGI_10016718	3	scaffold933	280730	290414	-1
CGI_10016720	3	scaffold933	293217	297823	-1
CGI_10016908	3	scaffold1767	99572	112055	1
CGI_10016957	3	scaffold117	160872	170510	1
CGI_10017125	3	scaffold1397	393954	427485	-1
CGI_10017177	3	scaffold789	198	47435	-1
CGI_10017251	3	scaffold1061	243234	289069	1
CGI_10017325	3	scaffold1900	41587	57859	1
CGI_10017627	3	scaffold1670	447842	475285	1
CGI_10017778	3	scaffold1650	345036	364125	1
CGI_10017789	3	scaffold1518	75903	86519	1
CGI_10017802	3	scaffold1518	213310	214540	-1
CGI_10017816	3	scaffold1518	474049	486910	-1
CGI_10017916	3	scaffold1866	291470	313994	1
CGI_10018047	3	scaffold12	413569	436997	-1
CGI_10018143	3	scaffold236	285300	303909	-1
CGI_10018231	3	scaffold728	163455	204088	1
CGI_10018284	3	scaffold267	78386	86180	-1
CGI_10018297	3	scaffold267	150838	170540	-1
CGI_10018305	3	scaffold267	292085	317889	1
CGI_10018334	3	scaffold630	390099	413660	1
CGI_10018368	3	scaffold514	509357	518705	1
CGI_10018394	3	scaffold1324	297030	310822	-1
CGI_10018622	3	scaffold163	332507	361685	1
CGI_10018629	3	scaffold163	439738	483510	1
CGI_10018647	3	scaffold509	252981	269937	1
CGI_10018675	3	scaffold189	162558	221166	-1
CGI_10018730	3	scaffold1123	18859	33846	1
CGI_10018969	3	scaffold658	305516	322076	1
CGI_10019029	3	scaffold808	358620	376025	-1
CGI_10019032	3	scaffold808	470667	485386	1
CGI_10019039	3	scaffold808	545348	551353	1
CGI_10019071	3	scaffold1249	434806	459154	1
CGI_10019076	3	scaffold1249	492149	497416	1
CGI_10019274	3	scaffold506	385828	402929	1
CGI_10019315	3	scaffold363	571459	589785	1
CGI_10019392	3	scaffold1698	546897	555796	-1
CGI_10019393	3	scaffold1698	555176	596908	-1
CGI_10019470	3	scaffold1322	210926	228010	-1
CGI_10019573	3	scaffold1794	118730	133640	-1
CGI_10019666	3	scaffold1715	166584	197230	-1
CGI_10019827	3	scaffold563	237679	253456	-1
CGI_10019840	3	scaffold563	401332	421584	-1
CGI_10019855	3	scaffold1512	170999	188296	-1
CGI_10019894	3	scaffold730	343741	356585	1
CGI_10019895	3	scaffold730	359674	390340	-1
CGI_10019924	3	scaffold1788	336270	356013	-1
CGI_10020018	3	scaffold948	326300	331942	-1
CGI_10020054	3	scaffold258	267818	271064	-1
CGI_10020233	3	scaffold489	213004	229120	-1
CGI_10020275	3	scaffold1014	561207	595372	-1
CGI_10020290	3	scaffold535	326506	352221	1
CGI_10020463	3	scaffold388	183168	199249	-1
CGI_10020720	3	scaffold85	637129	652398	1
CGI_10020754	3	scaffold698	553216	581473	-1
CGI_10020861	3	scaffold361	333222	390747	-1
CGI_10020880	3	scaffold332	282632	291184	-1
CGI_10020919	3	scaffold1897	265541	278494	1
CGI_10021002	3	scaffold546	339806	349510	1
CGI_10021371	3	scaffold115	25110	38138	-1
CGI_10021403	3	scaffold115	530743	546816	1
CGI_10021429	3	scaffold676	476291	491629	1
CGI_10021472	3	scaffold1750	164586	189500	1
CGI_10021480	3	scaffold1750	266056	273186	-1
CGI_10021491	3	scaffold1750	431632	461132	1
CGI_10021523	3	scaffold128	427572	437056	1
CGI_10021561	3	scaffold973	542500	552415	-1
CGI_10021628	3	scaffold1315	696969	700772	1
CGI_10021913	3	scaffold1862	492692	499268	-1
CGI_10021955	3	scaffold1108	5763	24002	1
CGI_10021980	3	scaffold1108	411229	432514	1
CGI_10021999	3	scaffold721	313861	325717	1
CGI_10022022	3	scaffold721	710022	721153	1
CGI_10022046	3	scaffold106	493945	499686	-1
CGI_10022166	3	scaffold513	553736	576726	-1
CGI_10022176	3	scaffold880	3484	27641	1
CGI_10022185	3	scaffold880	211914	251131	-1
CGI_10022189	3	scaffold880	292189	298928	1
CGI_10022191	3	scaffold880	309380	326490	-1
CGI_10022251	3	scaffold854	351110	370934	1
CGI_10022261	3	scaffold854	592945	607422	1
CGI_10022343	3	scaffold1710	141204	156516	-1
CGI_10022414	3	scaffold191	173889	185742	-1
CGI_10022501	3	scaffold1021	476874	499131	-1
CGI_10022522	3	scaffold593	278394	293085	1
CGI_10022618	3	scaffold351	642423	649599	-1
CGI_10022655	3	scaffold1360	440863	455531	1
CGI_10022849	3	scaffold896	428849	443777	1
CGI_10022857	3	scaffold896	538699	542079	-1
CGI_10022884	3	scaffold144	147351	174013	1
CGI_10022899	3	scaffold144	405321	430894	-1
CGI_10023001	3	scaffold348	715076	739533	-1
CGI_10023010	3	scaffold1101	34387	43820	1
CGI_10023015	3	scaffold1101	159697	170125	1
CGI_10023017	3	scaffold1101	172823	178880	1
CGI_10023024	3	scaffold1101	415643	427743	-1
CGI_10023113	3	scaffold432	633889	649322	1
CGI_10023158	3	scaffold58	649484	661392	-1
CGI_10023179	3	scaffold602	238873	253793	-1
CGI_10023241	3	scaffold408	450995	467843	-1
CGI_10023247	3	scaffold408	521268	549208	-1
CGI_10023387	3	scaffold1605	696278	740510	-1
CGI_10023509	3	scaffold1258	632490	669544	-1
CGI_10023721	3	scaffold192	530371	556893	1
CGI_10023898	3	scaffold48	417028	445414	-1
CGI_10023983	3	scaffold760	297503	341442	1
CGI_10023990	3	scaffold760	460626	483995	1
CGI_10024041	3	scaffold1741	460279	482889	-1
CGI_10024043	3	scaffold1741	509433	518570	-1
CGI_10024602	3	scaffold280	692326	719784	-1
CGI_10024691	3	scaffold469	642085	672384	1
CGI_10024709	3	scaffold780	27916	41142	-1
CGI_10024726	3	scaffold780	258527	270084	-1
CGI_10024734	3	scaffold780	405836	418540	1
CGI_10024870	3	scaffold492	856186	878137	1
CGI_10024919	3	scaffold146	671163	749128	-1
CGI_10024961	3	scaffold448	732317	752631	1
CGI_10024970	3	scaffold448	913300	945326	-1
CGI_10025054	3	scaffold107	435758	445981	1
CGI_10025062	3	scaffold107	564487	575460	1
CGI_10025220	3	scaffold885	738122	755755	-1
CGI_10025290	3	scaffold149	106962	121917	1
CGI_10025300	3	scaffold149	307246	356402	1
CGI_10025337	3	scaffold149	989278	1014104	-1
CGI_10025399	3	scaffold226	1050620	1062522	-1
CGI_10025400	3	scaffold226	1059963	1065847	1
CGI_10025430	3	scaffold1423	428972	433877	-1
CGI_10025660	3	scaffold121	530400	601279	-1
CGI_10025690	3	scaffold121	981809	990227	1
CGI_10025694	3	scaffold121	1020894	1047554	1
CGI_10025795	3	scaffold619	971445	1008453	1
CGI_10025860	3	scaffold733	124	8924	-1
CGI_10026029	3	scaffold1174	165948	194006	-1
CGI_10026116	3	scaffold204	515741	538407	-1
CGI_10026123	3	scaffold204	647652	654658	-1
CGI_10026127	3	scaffold204	699398	725619	1
CGI_10026130	3	scaffold204	755228	781709	1
CGI_10026198	3	scaffold1154	939257	974284	-1
CGI_10026200	3	scaffold1154	988707	998859	1
CGI_10026262	3	scaffold867	1087923	1094532	-1
CGI_10026269	3	scaffold1836	180244	201560	1
CGI_10026325	3	scaffold1836	1097829	1109871	-1
CGI_10026334	3	scaffold678	107379	112896	-1
CGI_10026383	3	scaffold678	843351	863024	1
CGI_10026422	3	scaffold100	235013	252847	-1
CGI_10026554	3	scaffold145	306921	327519	-1
CGI_10026622	3	scaffold313	733660	773846	1
CGI_10026629	3	scaffold313	959141	974099	1
CGI_10026678	3	scaffold53	647909	677334	-1
CGI_10026739	3	scaffold301	1024284	1033212	-1
CGI_10026760	3	scaffold142	225750	254431	1
CGI_10026852	3	scaffold601	888551	923212	-1
CGI_10026861	3	scaffold601	1201024	1227827	-1
CGI_10026928	3	scaffold393	1154705	1168503	1
CGI_10027029	3	scaffold471	916566	925257	1
CGI_10027083	3	scaffold433	654300	663349	-1
CGI_10027109	3	scaffold433	1123475	1133815	-1
CGI_10027251	3	scaffold481	882601	885863	-1
CGI_10027253	3	scaffold481	901801	914707	1
CGI_10027320	3	scaffold3	1072103	1083081	1
CGI_10027343	3	scaffold1179	104901	123062	-1
CGI_10027358	3	scaffold1179	361152	376470	1
CGI_10027500	3	scaffold501	120151	145291	-1
CGI_10027521	3	scaffold501	401325	440381	-1
CGI_10027529	3	scaffold501	665383	675534	-1
CGI_10027542	3	scaffold501	1068987	1093615	-1
CGI_10027687	3	scaffold962	1127455	1192098	-1
CGI_10027771	3	scaffold1301	1327371	1341967	1
CGI_10027777	3	scaffold1301	1398129	1412592	-1
CGI_10027908	3	scaffold257	385302	396219	1
CGI_10028144	3	scaffold86	234944	245974	-1
CGI_10028276	3	scaffold1532	955349	969868	1
CGI_10028414	3	scaffold419	1629918	1650595	-1
CGI_10028511	3	scaffold102	1646860	1660323	1
CGI_10028517	3	scaffold1024	216	22998	-1
CGI_10028543	3	scaffold1024	716107	719200	-1
CGI_10028566	3	scaffold1024	1096190	1105471	1
CGI_10028679	3	scaffold150	1391324	1409192	-1
CGI_10028680	3	scaffold150	1401605	1408500	1
CGI_10028896	3	scaffold22	1079633	1089835	-1
CGI_10028906	3	scaffold22	1295873	1324907	1
