Gene	SigProbes	Scaffold	Start	End	Strand
CGI_10018163	3	scaffold459	14932	20748	-1
CGI_10018164	3	scaffold459	18774	37824	1
CGI_10018348	3	scaffold514	181742	191875	1
CGI_10018365	3	scaffold514	444665	474776	-1
CGI_10018464	3	scaffold1832	1	29413	1
CGI_10018574	3	scaffold412	330345	348153	1
CGI_10018647	3	scaffold509	252981	269937	1
CGI_10018658	3	scaffold509	477417	495156	-1
CGI_10018820	3	scaffold298	73726	88919	-1
CGI_10018857	3	scaffold547	419498	446830	-1
CGI_10018984	3	scaffold269	11233	48550	1
CGI_10019011	3	scaffold808	14975	47006	-1
CGI_10019027	3	scaffold808	314077	329688	-1
CGI_10019032	3	scaffold808	470667	485386	1
CGI_10019071	3	scaffold1249	434806	459154	1
CGI_10019243	3	scaffold980	526198	536314	-1
CGI_10019289	3	scaffold363	95165	112779	-1
CGI_10019470	3	scaffold1322	210926	228010	-1
CGI_10019477	3	scaffold1322	394198	410376	-1
CGI_10019686	3	scaffold1715	549177	572188	1
CGI_10019769	3	scaffold1018	368109	380638	1
CGI_10020054	3	scaffold258	267818	271064	-1
CGI_10020275	3	scaffold1014	561207	595372	-1
CGI_10020333	3	scaffold522	485913	501338	-1
CGI_10020352	3	scaffold1104	31461	41054	1
CGI_10020726	3	scaffold698	46494	76860	1
CGI_10020769	3	scaffold1004	300879	316281	1
CGI_10020816	3	scaffold1244	8286	31091	1
CGI_10020848	3	scaffold361	194083	225351	-1
CGI_10020881	3	scaffold332	309164	327000	-1
CGI_10020917	3	scaffold1897	190471	250775	-1
CGI_10021028	3	scaffold672	199348	210427	-1
CGI_10021179	3	scaffold4	420407	461487	-1
CGI_10021211	3	scaffold99	533300	547447	1
CGI_10021360	3	scaffold43	548768	556312	-1
CGI_10021450	3	scaffold664	440336	448402	-1
CGI_10021491	3	scaffold1750	431632	461132	1
CGI_10021523	3	scaffold128	427572	437056	1
CGI_10021689	3	scaffold1032	519050	523011	1
CGI_10022022	3	scaffold721	710022	721153	1
CGI_10022048	3	scaffold106	533634	537073	1
CGI_10022049	3	scaffold106	591897	614534	1
CGI_10022284	3	scaffold847	611479	627054	-1
CGI_10022338	3	scaffold1710	89933	99909	1
CGI_10022340	3	scaffold1710	115469	121680	1
CGI_10022343	3	scaffold1710	141204	156516	-1
CGI_10022391	3	scaffold541	373407	388637	-1
CGI_10022424	3	scaffold191	504047	510331	-1
CGI_10022427	3	scaffold191	649718	657230	1
CGI_10022523	3	scaffold593	297375	356308	-1
CGI_10022545	3	scaffold544	43904	53870	-1
CGI_10022646	3	scaffold1360	310100	330385	-1
CGI_10022703	3	scaffold364	539796	599969	-1
CGI_10022713	3	scaffold365	33345	57460	1
CGI_10022972	3	scaffold348	159739	182763	1
CGI_10023001	3	scaffold348	715076	739533	-1
CGI_10023015	3	scaffold1101	159697	170125	1
CGI_10023076	3	scaffold432	7906	38904	1
CGI_10023078	3	scaffold432	55244	71664	-1
CGI_10023104	3	scaffold432	435734	444865	-1
CGI_10023196	3	scaffold602	582910	615175	1
CGI_10023326	3	scaffold1132	663757	670756	-1
CGI_10023484	3	scaffold1258	75642	90115	-1
CGI_10023513	3	scaffold1258	789902	821003	-1
CGI_10023567	3	scaffold20	244512	250246	-1
CGI_10023573	3	scaffold20	310574	320206	1
CGI_10023678	3	scaffold54	416449	430362	-1
CGI_10023746	3	scaffold1307	134174	153289	-1
CGI_10023776	3	scaffold1307	645819	654061	1
CGI_10023824	3	scaffold1189	578265	588604	1
CGI_10023898	3	scaffold48	417028	445414	-1
CGI_10023928	3	scaffold1362	75589	87812	1
CGI_10023954	3	scaffold1362	691736	716477	-1
CGI_10024033	3	scaffold1741	255106	262526	1
CGI_10024300	3	scaffold1219	843176	856790	-1
CGI_10024312	3	scaffold502	50789	56841	1
CGI_10024526	3	scaffold1097	376823	381803	1
CGI_10024646	3	scaffold79	772715	827878	-1
CGI_10024698	3	scaffold469	824216	848987	-1
CGI_10024699	3	scaffold469	844887	871744	1
CGI_10024790	3	scaffold70	764546	797463	-1
CGI_10024889	3	scaffold146	165772	190859	1
CGI_10024906	3	scaffold146	445752	455994	-1
CGI_10025033	3	scaffold1017	856415	874549	1
CGI_10025060	3	scaffold107	541463	558772	1
CGI_10025110	3	scaffold241	499255	505817	1
CGI_10025205	3	scaffold885	418947	436987	1
CGI_10025251	3	scaffold82	237967	248488	-1
CGI_10025602	3	scaffold168	665469	673390	-1
CGI_10025660	3	scaffold121	530400	601279	-1
CGI_10025661	3	scaffold121	601640	619411	1
CGI_10025681	3	scaffold121	844059	873696	1
CGI_10025727	3	scaffold354	566765	597153	-1
CGI_10025805	3	scaffold1583	1306	46381	-1
CGI_10026069	3	scaffold1174	856705	863048	-1
CGI_10026072	3	scaffold1174	916037	939462	1
CGI_10026136	3	scaffold204	839254	857007	1
CGI_10026178	3	scaffold1154	592712	638655	-1
CGI_10026325	3	scaffold1836	1097829	1109871	-1
CGI_10026571	3	scaffold145	1087845	1120119	1
CGI_10026618	3	scaffold313	678155	688721	-1
CGI_10026801	3	scaffold601	530	27992	-1
CGI_10026835	3	scaffold601	531444	548609	1
CGI_10026855	3	scaffold601	1024076	1032475	1
CGI_10026858	3	scaffold601	1098885	1117707	1
CGI_10026894	3	scaffold393	471160	476479	1
CGI_10026938	3	scaffold211	249568	279739	-1
CGI_10027044	3	scaffold433	26697	44586	-1
CGI_10027082	3	scaffold433	569412	652416	1
CGI_10027247	3	scaffold481	830206	860423	1
CGI_10027457	3	scaffold1213	632817	643352	-1
CGI_10027542	3	scaffold501	1068987	1093615	-1
CGI_10027687	3	scaffold962	1127455	1192098	-1
CGI_10027746	3	scaffold1301	888242	897797	1
CGI_10027768	3	scaffold1301	1240763	1264950	-1
CGI_10027777	3	scaffold1301	1398129	1412592	-1
CGI_10027833	3	scaffold198	885816	896676	1
CGI_10027870	3	scaffold198	1457723	1471523	-1
CGI_10028052	3	scaffold337	291145	309234	1
CGI_10028171	3	scaffold86	745762	761347	-1
CGI_10028250	3	scaffold1532	404806	428910	1
CGI_10028414	3	scaffold419	1629918	1650595	-1
CGI_10028532	3	scaffold1024	286016	308543	-1
CGI_10028538	3	scaffold1024	571728	587346	1
CGI_10028906	3	scaffold22	1295873	1324907	1
CGI_10028913	3	scaffold22	1405457	1427989	-1
