Gene	SigProbes	Scaffold	Start	End	Strand
CGI_10011159	3	scaffold285	113578	127822	1
CGI_10011187	3	scaffold338	180788	221016	1
CGI_10011243	3	scaffold850	191474	197380	1
CGI_10011321	3	scaffold1892	215307	286710	-1
CGI_10011507	3	scaffold43624	138051	149962	-1
CGI_10011674	3	scaffold43660	282580	294705	1
CGI_10011825	3	scaffold43692	284177	292872	-1
CGI_10011842	3	scaffold1235	202418	209268	-1
CGI_10011931	3	scaffold1874	217597	229500	1
CGI_10011947	3	scaffold1720	159591	212734	-1
CGI_10012014	3	scaffold1884	132392	150395	1
CGI_10012020	3	scaffold43726	53641	60524	1
CGI_10012044	3	scaffold852	270364	304704	1
CGI_10012075	3	scaffold1492	107502	121370	1
CGI_10012204	3	scaffold1898	17010	35248	-1
CGI_10012212	3	scaffold1898	117852	130818	-1
CGI_10012293	3	scaffold1366	134919	141492	-1
CGI_10012395	3	scaffold1652	263902	286990	-1
CGI_10012478	3	scaffold765	297945	312155	-1
CGI_10012562	3	scaffold43804	232134	253939	-1
CGI_10012609	3	scaffold186	87308	120464	1
CGI_10012716	3	scaffold825	253068	267580	1
CGI_10012831	3	scaffold1337	112824	135929	-1
CGI_10012833	3	scaffold1337	119062	142795	1
CGI_10012979	3	scaffold1347	236751	258034	1
CGI_10013001	3	scaffold1164	109796	116847	-1
CGI_10013033	3	scaffold1600	5165	67532	-1
CGI_10013103	3	scaffold43842	160282	184977	-1
CGI_10013117	3	scaffold1252	121255	142328	1
CGI_10013121	3	scaffold1252	259981	269359	1
CGI_10013185	3	scaffold1870	171421	191977	-1
CGI_10013327	3	scaffold975	152460	181448	1
CGI_10013454	3	scaffold888	215828	234759	1
CGI_10013481	3	scaffold209	78980	140319	1
CGI_10013482	3	scaffold209	102353	124865	-1
CGI_10013527	3	scaffold172	241230	248978	-1
CGI_10013565	3	scaffold1673	726	32015	-1
CGI_10013594	3	scaffold458	231364	252292	-1
CGI_10013700	3	scaffold786	154607	172877	1
CGI_10013747	3	scaffold660	5406	33630	1
CGI_10013754	3	scaffold660	211702	225018	1
CGI_10013950	3	scaffold1860	328243	343922	1
CGI_10014001	3	scaffold43920	342007	380534	-1
CGI_10014014	3	scaffold976	265197	282153	1
CGI_10014081	3	scaffold754	321153	353954	-1
CGI_10014178	3	scaffold631	219246	235334	-1
CGI_10014236	3	scaffold447	367288	390714	1
CGI_10014281	3	scaffold1719	177172	200114	-1
CGI_10014286	3	scaffold1719	297152	320693	-1
CGI_10014318	3	scaffold737	299636	311567	-1
CGI_10014332	3	scaffold1611	296623	328864	1
CGI_10014372	3	scaffold1462	125068	169270	1
CGI_10014479	3	scaffold890	279605	287535	-1
CGI_10014497	3	scaffold531	195664	216102	-1
CGI_10014525	3	scaffold818	386667	402111	1
CGI_10014674	3	scaffold1041	189887	201067	1
CGI_10014735	3	scaffold416	11110	25454	-1
CGI_10014855	3	scaffold804	69294	83402	1
CGI_10014937	3	scaffold1354	194383	211294	-1
CGI_10014955	3	scaffold655	225207	259283	-1
CGI_10015183	3	scaffold1835	123947	147613	1
CGI_10015241	3	scaffold193	375294	392945	1
CGI_10015295	3	scaffold44008	220656	227838	1
CGI_10015442	3	scaffold934	165343	181124	-1
CGI_10015546	3	scaffold1901	77944	94624	-1
CGI_10015562	3	scaffold1901	362777	393141	-1
CGI_10015799	3	scaffold1329	406311	428871	-1
CGI_10015828	3	scaffold227	366430	383712	1
CGI_10015914	3	scaffold1849	72001	112634	-1
CGI_10015954	3	scaffold286	4248	13636	-1
CGI_10016070	3	scaffold177	415246	419497	-1
CGI_10016071	3	scaffold177	419319	434556	1
CGI_10016105	3	scaffold835	43901	47837	-1
CGI_10016117	3	scaffold835	287187	290205	-1
CGI_10016217	3	scaffold588	236852	248074	-1
CGI_10016222	3	scaffold588	367299	378978	-1
CGI_10016238	3	scaffold1222	133214	152280	1
CGI_10016242	3	scaffold1222	229401	249477	-1
CGI_10016389	3	scaffold594	359724	407601	1
CGI_10016396	3	scaffold594	455747	459098	1
CGI_10016406	3	scaffold1800	308587	323793	1
CGI_10016499	3	scaffold1610	188248	195977	1
CGI_10016537	3	scaffold1083	276261	285007	1
CGI_10016612	3	scaffold524	444295	466161	1
CGI_10016718	3	scaffold933	280730	290414	-1
CGI_10016801	3	scaffold556	184480	192751	1
CGI_10016808	3	scaffold556	381055	462901	-1
CGI_10016999	3	scaffold1228	389520	413066	1
CGI_10017069	3	scaffold747	270067	273481	1
CGI_10017112	3	scaffold335	468736	479813	1
CGI_10017143	3	scaffold794	151388	156787	1
CGI_10017160	3	scaffold794	456365	489148	-1
CGI_10017177	3	scaffold789	198	47435	-1
CGI_10017251	3	scaffold1061	243234	289069	1
CGI_10017462	3	scaffold1037	311595	315133	1
CGI_10017467	3	scaffold1037	359042	385651	-1
CGI_10017473	3	scaffold1037	450584	456190	-1
CGI_10017535	3	scaffold120	229839	252667	-1
CGI_10017670	3	scaffold621	65448	90925	-1
CGI_10017701	3	scaffold44098	94889	97046	1
CGI_10017789	3	scaffold1518	75903	86519	1
CGI_10017857	3	scaffold675	126230	137231	1
CGI_10017888	3	scaffold1541	201379	235972	-1
CGI_10017890	3	scaffold1541	221020	224610	1
CGI_10018083	3	scaffold1255	371354	397475	1
CGI_10018112	3	scaffold396	317459	335788	1
CGI_10018172	3	scaffold459	169216	217909	1
CGI_10018231	3	scaffold728	163455	204088	1
CGI_10018238	3	scaffold728	288578	295315	1
CGI_10018331	3	scaffold630	253290	268362	1
CGI_10018340	3	scaffold630	491336	537451	1
CGI_10018391	3	scaffold1324	232720	254865	-1
CGI_10018396	3	scaffold1324	353089	362762	1
CGI_10018457	3	scaffold632	383615	412354	-1
CGI_10018508	3	scaffold472	166232	201650	1
CGI_10018633	3	scaffold163	505361	520807	-1
CGI_10018658	3	scaffold509	477417	495156	-1
CGI_10018687	3	scaffold189	530483	534300	-1
CGI_10018781	3	scaffold576	413126	433443	-1
CGI_10018921	3	scaffold42	463969	485388	-1
CGI_10018933	3	scaffold1262	128637	153422	-1
CGI_10019011	3	scaffold808	14975	47006	-1
CGI_10019170	3	scaffold942	390660	407366	-1
CGI_10019249	3	scaffold506	3309	22287	-1
CGI_10019252	3	scaffold506	39848	55745	-1
CGI_10019262	3	scaffold506	226859	244402	1
CGI_10019311	3	scaffold363	503368	508803	-1
CGI_10019576	3	scaffold1794	173097	184463	1
CGI_10019611	3	scaffold1889	246450	270482	-1
CGI_10019780	3	scaffold1018	568631	599731	-1
CGI_10019783	3	scaffold1093	5852	22748	-1
CGI_10019943	3	scaffold1036	62334	74775	-1
CGI_10019951	3	scaffold1036	165168	180169	-1
CGI_10020230	3	scaffold489	135190	156521	1
CGI_10020333	3	scaffold522	485913	501338	-1
CGI_10020530	3	scaffold57	2208	18413	1
CGI_10020544	3	scaffold57	152046	189805	-1
CGI_10020545	3	scaffold57	174786	215064	1
CGI_10020754	3	scaffold698	553216	581473	-1
CGI_10020850	3	scaffold361	205142	208712	1
CGI_10020903	3	scaffold1897	69654	84136	-1
CGI_10020962	3	scaffold1736	267738	276421	1
CGI_10021028	3	scaffold672	199348	210427	-1
CGI_10021067	3	scaffold203	239078	263515	1
CGI_10021129	3	scaffold610	543511	547998	1
CGI_10021163	3	scaffold4	64110	80628	1
CGI_10021414	3	scaffold676	36733	47078	1
CGI_10021521	3	scaffold128	407916	417904	1
CGI_10021561	3	scaffold973	542500	552415	-1
CGI_10021607	3	scaffold1315	177203	201001	1
CGI_10021652	3	scaffold101	603146	611994	-1
CGI_10021674	3	scaffold1032	254774	258165	1
CGI_10021967	3	scaffold1108	210097	215282	-1
CGI_10021968	3	scaffold1108	231754	247089	-1
CGI_10022046	3	scaffold106	493945	499686	-1
CGI_10022079	3	scaffold394	305050	351201	-1
CGI_10022229	3	scaffold750	628506	641441	1
CGI_10022253	3	scaffold854	454980	489187	-1
CGI_10022338	3	scaffold1710	89933	99909	1
CGI_10022543	3	scaffold544	20827	37471	-1
CGI_10022563	3	scaffold544	438784	461279	1
CGI_10022621	3	scaffold351	668210	748966	1
CGI_10022740	3	scaffold365	478293	490589	-1
CGI_10022752	3	scaffold365	690001	716431	-1
CGI_10022779	3	scaffold443	570487	576054	-1
CGI_10023071	3	scaffold1703	626963	645159	1
CGI_10023072	3	scaffold1703	642760	672813	-1
CGI_10023113	3	scaffold432	633889	649322	1
CGI_10023199	3	scaffold602	672264	687113	-1
CGI_10023351	3	scaffold1605	129829	151126	1
CGI_10023418	3	scaffold625	458136	483200	-1
CGI_10023439	3	scaffold625	775651	805322	1
CGI_10023609	3	scaffold583	158568	179467	-1
CGI_10023863	3	scaffold406	655350	662419	-1
CGI_10023898	3	scaffold48	417028	445414	-1
CGI_10023915	3	scaffold48	677118	687975	-1
CGI_10023949	3	scaffold1362	600989	615985	1
CGI_10023950	3	scaffold1362	611483	617770	-1
CGI_10023955	3	scaffold1362	723150	731221	-1
CGI_10023978	3	scaffold760	175402	186183	1
CGI_10024033	3	scaffold1741	255106	262526	1
CGI_10024108	3	scaffold1589	110686	137363	1
CGI_10024296	3	scaffold1219	729073	738881	1
CGI_10024318	3	scaffold502	264921	292012	1
CGI_10024390	3	scaffold1785	556360	575515	1
CGI_10024441	3	scaffold784	749877	774488	1
CGI_10024602	3	scaffold280	692326	719784	-1
CGI_10024607	3	scaffold280	742246	752809	1
CGI_10024620	3	scaffold79	256196	271359	1
CGI_10024642	3	scaffold79	672176	703722	1
CGI_10024878	3	scaffold146	10178	24512	1
CGI_10025076	3	scaffold107	943449	952597	1
CGI_10025124	3	scaffold241	782246	800943	-1
CGI_10025280	3	scaffold82	955814	1002301	-1
CGI_10025308	3	scaffold149	583854	590268	1
CGI_10025355	3	scaffold226	406904	415956	1
CGI_10025375	3	scaffold226	779022	794397	1
CGI_10025399	3	scaffold226	1050620	1062522	-1
CGI_10025449	3	scaffold1423	1005289	1022634	1
CGI_10025479	3	scaffold1188	459213	468928	-1
CGI_10025692	3	scaffold121	995680	1005323	1
CGI_10025770	3	scaffold619	383407	406242	1
CGI_10025771	3	scaffold619	419013	432267	1
CGI_10025905	3	scaffold733	1093381	1100145	1
CGI_10026031	3	scaffold1174	241580	254987	-1
CGI_10026056	3	scaffold1174	593910	602611	1
CGI_10026134	3	scaffold204	814967	826283	1
CGI_10026198	3	scaffold1154	939257	974284	-1
CGI_10026240	3	scaffold867	758170	778128	1
CGI_10026408	3	scaffold100	42862	48692	1
CGI_10026410	3	scaffold100	52039	54040	1
CGI_10026441	3	scaffold100	458305	477997	1
CGI_10026448	3	scaffold100	671285	726122	-1
CGI_10026571	3	scaffold145	1087845	1120119	1
CGI_10026597	3	scaffold313	320543	342600	-1
CGI_10026601	3	scaffold313	391998	397510	1
CGI_10026605	3	scaffold313	439197	447040	1
CGI_10026707	3	scaffold301	35700	45749	-1
CGI_10026812	3	scaffold601	218127	238635	-1
CGI_10026818	3	scaffold601	274688	295497	-1
CGI_10026819	3	scaffold601	283540	292817	1
CGI_10026920	3	scaffold393	1063716	1077682	1
CGI_10026980	3	scaffold211	1098395	1107294	-1
CGI_10027087	3	scaffold433	678479	686705	-1
CGI_10027283	3	scaffold3	234861	247981	-1
CGI_10027320	3	scaffold3	1072103	1083081	1
CGI_10027531	3	scaffold501	785323	819712	1
CGI_10027648	3	scaffold962	400970	412251	-1
CGI_10027671	3	scaffold962	912394	928827	1
CGI_10027711	3	scaffold1301	213582	251452	1
CGI_10027734	3	scaffold1301	610202	621973	-1
CGI_10027737	3	scaffold1301	687007	702447	-1
CGI_10027758	3	scaffold1301	1056694	1094835	-1
CGI_10027818	3	scaffold198	687942	707984	1
CGI_10027879	3	scaffold257	83934	100975	1
CGI_10028188	3	scaffold86	1120051	1125643	1
CGI_10028273	3	scaffold1532	876478	906408	1
CGI_10028276	3	scaffold1532	955349	969868	1
CGI_10028283	3	scaffold1532	1126066	1152811	1
CGI_10028348	3	scaffold419	526244	532539	1
CGI_10028387	3	scaffold419	1130069	1147710	1
CGI_10028395	3	scaffold419	1208307	1227041	1
CGI_10028396	3	scaffold419	1214109	1230861	-1
CGI_10028410	3	scaffold419	1499187	1509594	1
CGI_10028414	3	scaffold419	1629918	1650595	-1
CGI_10028432	3	scaffold102	305344	310445	-1
CGI_10028616	3	scaffold150	590454	628379	1
CGI_10028812	3	scaffold1009	1598408	1614661	-1
CGI_10028814	3	scaffold1009	1616421	1637375	1
CGI_10028840	3	scaffold22	299614	309843	1
CGI_10028903	3	scaffold22	1248667	1251202	-1
